縣市,緯度,經度
桃園市龍潭區民族路216巷,24.8402252,121.2352925
桃園市中壢區西園路59巷,24.9767074,121.2353397
桃園市龍潭區中正路三林段慈光十四村、十八村,24.8462835,121.2353419
桃園市中壢區育樂路147號,24.9672468,121.2353453
桃園市中壢區徐州街,24.9494747,121.2353675
桃園市中壢區龍仁路36巷,24.9373067,121.2353843
桃園市平鎮區金陵路七段187巷2號,24.900068,121.2354468
桃園市中壢區中園路187巷2弄,24.9699981,121.2354528
桃園市中壢區龍岡路三段243巷,24.9357737,121.2355281
桃園市蘆竹區中油街357巷2號,25.0291256,121.2355437
桃園市中壢區中園路二段46巷,24.9899957,121.2355513
桃園市中壢區中北路(中山東路~嘉興二街),24.955588,121.2355545
桃園市中壢區環中東路二段399巷107號,24.94555,121.2355608
桃園市中壢區福州二街532號,24.9685498,121.2355749
桃園市中壢區寧夏一街,24.952128,121.2356173
桃園市中壢區寧夏二街,24.9513863,121.2356302
桃園市龍潭區健行路486巷1號,24.8696539,121.2356325
桃園市中壢區南園二路12號,24.9717815,121.2357164
桃園市中壢區新中北路47巷,24.9571398,121.2357424
桃園市中壢區南園二路1巷24弄,24.9703881,121.2357524
桃園市龍潭區中興路211巷18號,24.8738145,121.2357751
桃園市平鎮區營德路295號,24.9238741,121.2359369
桃園市平鎮區游泳路23號,24.927778,121.236105
桃園市中壢區中園路125號,24.967725,121.2361217
桃園市中壢區中北路25號,24.956097,121.236144
桃園市中壢區幸福街167號,24.9521109,121.2361938
桃園市中壢區中華路二段328號,24.9645195,121.2362662
桃園市龍潭區健行路559巷與560號路口,24.8690336,121.236313
桃園市觀音區崙坪220之3號,24.8670447,121.2363303
桃園市觀音區崙坪62之3號,24.8670447,121.2363303
桃園市中壢區陳厝,24.966273,121.236344
桃園市中壢區幸福街275號,24.9494483,121.2363488
桃園市中壢區後興路二段322巷151-217號(至善美廈）,24.9424806,121.236365
桃園市中壢區民享街,24.952725,121.236507
桃園市中壢區民享街,24.952725,121.236507
桃園市中壢區中山東路一段223巷口,24.958172,121.2365271
桃園市中壢區中山東路一段223巷(中原至尊),24.958172,121.2365271
桃園市中壢區和祥街,24.9502288,121.2365765
桃園市中壢區內定七街99巷,25.0004671,121.2366298
桃園市中壢區龍岡路三段281巷,24.9345504,121.2367099
桃園市中壢區中山東路一段223巷(中原豪景),24.9589289,121.236796
桃園市中壢區龍吉路,24.9364921,121.2368763
桃園市中壢區民享二街,24.9528856,121.2369338
桃園市大園區御和園社區：大園區大海里1鄰,25.062595,121.236936
桃園市中壢區龍勇路,24.9377264,121.236945
桃園市龍潭區健行路533巷中興路,24.870171,121.236967
桃園市龍潭區中正路三林段616號,24.8442619,121.2370429
桃園市龍潭區中正路三林段619巷,24.8442619,121.2370429
桃園市平鎮區建安路236巷32號,24.9179945,121.2370434
桃園市龍潭區桃園女監,24.8447838,121.2371821
桃園市中壢區西園路二段1號,24.9859194,121.2372351
桃園市中壢區龍岡路三段426巷,24.9313626,121.2372676
桃園市蘆竹區大竹北路1085巷內,25.0429612,121.237294
桃園市中壢區民治街,24.9528515,121.2373593
桃園市平鎮區游泳路2之38號凱撒大地,24.927854,121.237387
桃園市中壢區龍岡路三段440巷,24.9310261,121.2374026
桃園市大園區五青路70巷65號,25.0232606,121.2374223
桃園市中壢區莒光路,24.9522687,121.2374969
桃園市龍潭區佳安里八德路石園二村,24.8312963,121.2375436
桃園市龍潭區佳安里佳安西路4巷社區,24.8367286,121.2375464
桃園市中壢區龍岡路三段412巷,24.93187,121.2375914
桃園市中壢區民治二街,24.9529251,121.2377565
桃園市蘆竹區新生路599巷100弄(每星期二、四、六),25.0332838,121.2377904
桃園市中壢區民有街,24.9533687,121.237809
桃園市中壢區治平街,24.9550611,121.2379194
桃園市中壢區治平街與協同街口,24.9550611,121.2379194
桃園市龍潭區中興路187巷139號,24.8720396,121.2379319
桃園市中壢區內定七街9巷,25.0010858,121.2379465
桃園市龍潭區大平里龍源路大平段560號,24.8258441,121.2379961
桃園市蘆竹區新生路599巷,25.0334112,121.2379988
桃園市中壢區龍清街,24.9368404,121.2380452
桃園市楊梅區楓丹美墅NO.3,24.9412115,121.2381115
桃園市中壢區後興路二段環中傳家堡170號,24.9416676,121.2381688
桃園市龍潭區中興路89巷,24.8754026,121.2381772
桃園市中壢區中華路二段230號,24.9654303,121.2381804
桃園市中壢區環中東路二段100號,24.9502926,121.2382277
桃園市平鎮區營德路與華隆街口401號,24.9145676,121.2383067
桃園市龍潭區中興路63巷32弄,24.8741822,121.2383076
桃園市龍潭區大平里民治五街46號,24.8248822,121.238327
桃園市中壢區莒光路民有街口,24.9529208,121.2384332
桃園市平鎮區華隆街6巷1號,24.914408,121.238438
桃園市大園區海口籃球場(休息點)海口8鄰,25.109141,121.238445
桃園市中壢區新中北路188號,24.9581489,121.238456
桃園市中壢區後興路160巷216號,24.9442687,121.2384976
桃園市中壢區大勇三街,24.9521775,121.2385081
桃園市中壢區國泰街,24.9509011,121.2385683
桃園市中壢區國泰街利民路口,24.9509011,121.2385683
桃園市平鎮區建明路一段267號,24.9175676,121.23866
桃園市中壢區大勇四街,24.9517755,121.2387958
桃園市觀音區忠信路91巷3弄1號(大福企社區),24.9626647,121.2388203
桃園市中壢區忠義路71號,24.9627489,121.238831
桃園市平鎮區龍祥路,24.9092762,121.2388412
桃園市中壢區幸福街(莒光路~中山東路),24.9533249,121.2388477
桃園市龍潭區佳安里佳安西路佳安東路,24.8352133,121.2389132
桃園市中壢區大勇二街,24.9525581,121.2389477
桃園市龍潭區中興路63巷100弄1號,24.87359,121.2389511
桃園市龍潭區中興路63巷68弄2號,24.87359,121.2389511
桃園市中壢區忠義路忠信路口,24.9626308,121.2391086
桃園市中壢區內定十二街502巷,25.0089905,121.2391551
桃園市中壢區忠義路63巷20號,24.9615519,121.2392329
桃園市龍潭區佳安里十一份路親密小貴族社區,24.8436204,121.2393403
桃園市中壢區力行北街,24.9546947,121.2393656
桃園市中壢區日新路,24.9546947,121.2393656
桃園市中壢區中原地下停車場調頭,24.9564271,121.2394386
桃園市中壢區中華路二段170號,24.9660049,121.2394929
桃園市中壢區國泰街10巷口,24.9514558,121.2395242
桃園市龍潭區文化路49巷,24.8383382,121.2395394
桃園市中壢區內定五街206巷,25.001181,121.2395431
桃園市中壢區中華路二段189巷148號,24.962653,121.239787
桃園市中壢區龍智路（龍慈路口）,24.9366588,121.2398332
桃園市平鎮區平東路663號,24.9123109,121.240059
桃園市平鎮區平東路666巷口,24.9124912,121.2400706
桃園市中壢區大仁五街,24.9565874,121.2401993
桃園市中壢區中山東路(環中東路~中北路),24.9515518,121.2403248
桃園市大園區海口廣場：海口里58-10號15鄰,25.11029,121.240337
桃園市中壢區中原大學門口,24.9573699,121.2403713
桃園市中壢區龍岡路三段580巷,24.9286953,121.2404627
桃園市龍潭區龍平路工業區,24.8839157,121.2404935
桃園市龍潭區北興里自由街74巷1號與龍平路口,24.8838998,121.240604
桃園市蘆竹區新生路600巷75弄7號,25.0358032,121.240724
桃園市中壢區龍岡路三段620巷,24.9276619,121.2407428
桃園市中壢區內定十二街(鑑賞家社區),25.001792,121.240844
桃園市大園區三塊石社區,25.066511,121.240866
桃園市中壢區環中東路*中山東路口,24.951705,121.240898
桃園市中壢區實踐路,24.9553644,121.2409052
桃園市龍潭區五福街九座寮14號鍾屋,24.8860687,121.2409397
桃園市中壢區弘揚路,24.9534016,121.240943
桃園市中壢區忠義路24巷18號,24.9609478,121.2409523
桃園市龍潭區佳安里十一份7鄰14-2號宏香樓,24.840076,121.240963
桃園市蘆竹區大新路814巷,25.0275815,121.2410919
桃園市中壢區龍岡路三段636巷,24.9275696,121.241109
桃園市大園區竹圍成功社區、竹圍里10鄰,25.104044,121.241177
桃園市龍潭區北興里民主街80號,24.881409,121.2411834
桃園市中壢區龍興路415巷口,24.9407019,121.2412058
桃園市龍潭區中興路54巷5號,24.8769159,121.2412919
桃園市中壢區中山東路二段,24.9505439,121.2414901
桃園市中壢區振興街,24.9528318,121.2415127
桃園市中壢區大仁街,24.9559145,121.2415255
桃園市中壢區龍岡路 龍門街口,24.9285637,121.2416098
桃園市中壢區龍岡路三段559巷,24.9301852,121.2417399
桃園市中壢區龍岡路三段692巷,24.9266536,121.2418551
桃園市龍潭區中興路355巷30弄,24.8765953,121.2419493
桃園市龍潭區中興路20號義和修理廠,24.8769381,121.2419531
桃園市中壢區龍慈路,24.9391098,121.2422154
桃園市蘆竹區南青路262號,25.039256,121.2422846
桃園市中壢區中華路二段75號,24.9660709,121.242342
桃園市龍潭區民豐一街61巷,24.8787832,121.2423766
桃園市龍潭區民豐六街,24.8779924,121.2423774
桃園市蘆竹區大新路1015巷,25.0200114,121.2424281
桃園市大園區三石里7鄰370之51號,25.0725071,121.2426057
桃園市大園區竹圍里4鄰、8鄰（44巷）、9鄰,25.0937699,121.2426057
桃園市龍潭區大平里民治8街40巷43號,24.8225975,121.2426057
桃園市觀音區新坡里中山路2段871巷7弄1號路口(鐫石園社區),24.837742,121.242666
桃園市龍潭區北興里民豐一街,24.8805817,121.2427411
桃園市大園區竹圍福海宮：竹圍街65號6鄰,25.1053419,121.2427589
桃園市中壢區大仁二街,24.9548681,121.2427683
桃園市中壢區內定十三街91巷38弄,25.0020356,121.2428899
桃園市中壢區新中二街,24.9584751,121.242991
桃園市龍潭區北興里民主街4號,24.8818339,121.2430568
桃園市中壢區中山東路二段323巷26號對面,24.9502445,121.2430679
桃園市大園區海口機車行：竹圍街48號6鄰,25.106329,121.243068
桃園市平鎮區平東路526巷46弄3號,24.9143319,121.243134
桃園市中壢區大仁二街48號,24.9551953,121.2431799
桃園市中壢區內定十三街119巷,25.0082118,121.2431861
桃園市平鎮區平東路573巷1弄64號,24.9113338,121.2431951
桃園市平鎮區太平西路207巷66號,24.9046416,121.2432947
桃園市中壢區中山東路二段323巷,24.9507702,121.2433385
桃園市中壢區大仁一街,24.9545136,121.2433748
桃園市中壢區新中一街,24.9594051,121.243399
桃園市中壢區龍門街79巷,24.9294455,121.2435043
桃園市平鎮區太平西路207巷2號,24.9058447,121.2435733
桃園市中壢區環中東路一段708巷,24.954994,121.243846
桃園市平鎮區龍岡圓環,24.9252303,121.2438861
桃園市龍潭區中興路九龍段293號,24.8774684,121.2440021
桃園市龍潭區佳安里金山路金山花園新城,24.8501883,121.2440366
桃園市蘆竹區台電變電所,24.9913111,121.2440946
桃園市大園區竹圍街竹圍里坡仔頭25號,25.1168555,121.244157
桃園市大園區沙崙里12鄰39號,25.1168555,121.244157
桃園市大園區市場周圍：大圍里30鄰2號,25.1168555,121.244157
桃園市龍潭區三坑里石門路63號,24.8296287,121.2441705
桃園市中壢區內定八街60號（新清運點）,24.9980285,121.244202
桃園市中壢區龍興路590號,24.9440303,121.2442632
桃園市平鎮區平東路492巷1弄2號,24.913554,121.244269
桃園市龍潭區停車場,24.8184164,121.2443501
桃園市中壢區龍和三街與龍和二街口,24.9397655,121.2443543
桃園市蘆竹區大新路937巷,25.0188134,121.2444168
桃園市平鎮區龍南路2號,24.925147,121.244435
桃園市龍潭區文化路405巷,24.8490571,121.244578
桃園市龍潭區文化路淮埔段587巷口,24.8485876,121.2446013
桃園市龍潭區佳安里文化路淮子埔46號,24.8485876,121.2446013
桃園市蘆竹區新生路211巷,25.0274394,121.2446935
桃園市中壢區自強一路22號,24.9752992,121.2447311
桃園市平鎮區東社活動中心,24.9223141,121.2448242
桃園市中壢區龍興路606號,24.9444285,121.2448695
桃園市中壢區新中北路469巷,24.9598188,121.2448793
桃園市中壢區龍門街139巷,24.9298411,121.244999
桃園市龍潭區三坑里永福路32巷24號,24.8418125,121.2450418
桃園市大園區魚市場：沙崙里10鄰,25.1171081,121.2450666
桃園市中壢區合圳北路二段95巷(第一車結束),24.9982664,121.2451472
桃園市中壢區長春路257號,24.9767491,121.2451979
桃園市中壢區中華路一段865號,24.9669609,121.24522
桃園市中壢區中山東路二段441巷,24.9486599,121.2452219
桃園市中壢區中山東路二段441巷,24.9486599,121.2452219
桃園市中壢區長春路261巷48號,24.9759479,121.2452259
桃園市中壢區普光街45巷,24.9493514,121.2452396
桃園市中壢區龍和一街,24.9398099,121.245279
桃園市中壢區龍門街口,24.9293853,121.2453284
桃園市中壢區龍安五街25巷8弄（澤苑聖宅）,24.9444109,121.2454615
桃園市平鎮區龍南路76巷口,24.9238078,121.2454838
桃園市龍潭區三坑里中正路三坑段664號,24.8336347,121.2455213
桃園市龍潭區橋下停車場出發,24.8312646,121.2455461
桃園市中壢區龍門街154巷,24.9291864,121.2456073
桃園市中壢區合圳北路二段126巷,24.998465,121.2456255
桃園市龍潭區九龍里中興路九龍段129巷135弄,24.87835,121.2457432
桃園市中壢區中山東路雙向（龍興路口至323巷口）,24.945423,121.245765
桃園市中壢區普忠路211巷,24.9627503,121.2457684
桃園市中壢區吉林二路31巷,24.9808809,121.2457948
桃園市中壢區龍川街138巷,24.9346992,121.2458348
桃園市中壢區龍門街173巷,24.9300353,121.2458709
桃園市龍潭區大平里永平路116巷303號,24.8295861,121.2459532
桃園市中壢區合圳北路二段331巷(米拉貝爾社區),25.010056,121.245975
桃園市蘆竹區大新路727巷(蘆森堡社區),25.0225527,121.2461108
桃園市中壢區中華路一段835巷11號,24.9670842,121.2461232
桃園市中壢區龍興路668巷,24.944615,121.2461714
桃園市蘆竹區大新路610巷2號,25.0254043,121.2462728
桃園市中壢區環中東路*鏡泊湖社區,24.953498,121.246298
桃園市平鎮區龍南路110巷口,24.9235988,121.2463359
桃園市大園區田寮社區：海口里三民路一段122巷12號7鄰,25.1044481,121.2463405
桃園市中壢區龍華街,24.9455811,121.2463415
桃園市中壢區復華九街112號,24.975652,121.2464184
桃園市中壢區後寮一路(南向),24.9379435,121.2464753
桃園市中壢區後寮一路(北向),24.9379435,121.2464753
桃園市中壢區後寮一路,24.9379435,121.2464753
桃園市中壢區普光街139號旁,24.9497863,121.2466133
桃園市中壢區吉林二路61巷口,24.9822453,121.2466184
桃園市中壢區吉林二路61巷口,24.9822453,121.2466184
桃園市中壢區普慶路,24.948415,121.2466251
桃園市中壢區龍安街,24.9451965,121.2466744
桃園市中壢區龍安五街131號,24.9425655,121.2466844
桃園市平鎮區中興路九龍段172巷51弄口,24.8801905,121.2467888
桃園市中壢區復華街85巷26號,24.9706404,121.2468849
桃園市中壢區金鋒街1至61號,24.9467941,121.2469075
桃園市蘆竹區新生路290巷211弄,25.0313838,121.2469463
桃園市中壢區復華街107巷,24.9711633,121.2469942
桃園市中壢區吉林二路73巷口,24.9827608,121.246999
桃園市蘆竹區大新路938巷內,25.0281769,121.2470109
桃園市蘆竹區大新路,25.0238601,121.247087
桃園市中壢區合圳北路二段、內定十三街口（新清運點）,25.0083124,121.2471241
桃園市中壢區中山東路三段40號,24.9456237,121.247132
桃園市中壢區龍川街,24.9344765,121.2471385
桃園市中壢區吉林三路,24.9830027,121.2471758
桃園市龍潭區三坑里永昌路41號,24.8348655,121.2472039
桃園市中壢區新中北路,24.9571217,121.2472084
桃園市中壢區中山東路三段50巷,24.944832,121.2472131
桃園市中壢區普光三街,24.9486447,121.2472521
桃園市中壢區復華街231巷,24.9748453,121.2472623
桃園市中壢區自強六路11號,24.974382,121.247279
桃園市龍潭區三坑里永福路168號,24.8429643,121.2472977
桃園市龍潭區三坑里永福路735巷412-1號,24.8429643,121.2472977
桃園市龍潭區三坑里永福路183巷31號,24.8429643,121.2472977
桃園市中壢區吉林路37巷,24.9798936,121.2473819
桃園市蘆竹區龍安街三段141巷內),25.021097,121.2474694
桃園市中壢區龍昌路324巷,24.9339538,121.2474705
桃園市中壢區龍昌路338巷,24.9335993,121.2475145
桃園市蘆竹區龍安街三段129巷口,25.0205588,121.2475388
桃園市平鎮區平東路239巷321弄2號,24.9082307,121.2475828
桃園市中壢區龍慈路22號前,24.9438941,121.247631
桃園市中壢區後興路96號,24.942181,121.247692
桃園市中壢區金鋒二街（普慶路口,24.9479894,121.2477219
桃園市龍潭區中興路九龍段128號,24.879571,121.2477344
桃園市中壢區復華街145號,24.9722542,121.247795
桃園市蘆竹區大華北街90巷1號（慈靈寺）,25.0402162,121.2478272
桃園市中壢區龍川二街,24.9372377,121.2478405
桃園市中壢區自強四路88號,24.9725092,121.2478419
桃園市中壢區龍昌路238巷,24.9363535,121.2478578
桃園市中壢區龍昌路二段252巷,24.9361464,121.2478675
桃園市中壢區中山東路三段102巷,24.9443154,121.24787
桃園市平鎮區龍南路161巷21號,24.92401,121.247897
桃園市中壢區長春路117號,24.9777301,121.2478981
桃園市中壢區復華街36號,24.9694418,121.2479066
桃園市中壢區復華街277巷,24.9758518,121.2479131
桃園市中壢區龍慈路14號,24.9440115,121.2479487
桃園市中壢區金鋒二街,24.9512836,121.2479622
桃園市中壢區復華三街82號,24.9698174,121.2479805
桃園市中壢區復華街16號,24.9688852,121.2480075
桃園市中壢區龍昌路190巷,24.9375494,121.2480605
桃園市平鎮區東龍街33號,24.880545,121.2480758
桃園市楊梅區復華街(第一市場門前),24.9732166,121.248082
桃園市中壢區長春路96號,24.9785519,121.2480832
桃園市中壢區中山東路*幸福街口,24.9447998,121.2480894
桃園市蘆竹區大新路475號（至善園）,25.023764,121.248131
桃園市大園區文新幼稚園、至善園：20鄰15號,25.023764,121.248131
桃園市中壢區吉林二路101巷口,24.983844,121.248171
桃園市中壢區中山東路三段(單號),24.9448018,121.2482416
桃園市中壢區復華街活動中心對面,24.9729314,121.2482501
桃園市中壢區後興路一段61巷,24.9418477,121.2483791
桃園市中壢區復華街320號,24.9768285,121.2484253
桃園市中壢區吉林二路135巷口,24.9847159,121.2484496
桃園市中壢區龍昌路226巷,24.9366321,121.2484947
桃園市中壢區龍昌路216巷,24.9369073,121.2485482
桃園市平鎮區平東路239巷52號,24.914386,121.248619
桃園市大園區三石里2鄰,25.072415,121.248644
桃園市平鎮區平東路246巷2號,24.915922,121.248677
桃園市中壢區中華路一段805巷32弄湯城社區,24.968202,121.248679
桃園市龍潭區中興路九龍段89號早稻田社區,24.8801359,121.2487126
桃園市中壢區普忠路341號,24.958868,121.248731
桃園市中壢區環中東路606號,24.95769,121.248751
桃園市平鎮區太平西路1號,24.9041759,121.248768
桃園市中壢區復華九街第凡內對面,24.975606,121.248787
桃園市八德區新興路342巷內,24.971152,121.248864
桃園市中壢區復華六街33號(內壢國中圍牆旁),24.971152,121.248864
桃園市中壢區長樂五街57號,24.9744913,121.2488653
桃園市平鎮區龍南路193巷口,24.9237343,121.2488874
桃園市龍潭區中興路九龍段85號,24.8800744,121.2488955
桃園市中壢區龍昌路568號,24.9293478,121.2489037
桃園市中壢區中華路一段701號,24.9685866,121.2490055
桃園市中壢區復華一街63巷,24.9704594,121.2490309
桃園市中壢區長樂四街口,24.9765911,121.249042
桃園市中壢區長春路69號,24.9784918,121.249057
桃園市中壢區吉林路81巷口,24.9817432,121.2490663
桃園市中壢區金鋒五街(太子鳳凰城大樓),24.9454317,121.2490778
桃園市中壢區後興路一段27巷口,24.9418488,121.249094
桃園市中壢區普忠路,24.9576244,121.2491327
桃園市平鎮區龍安路36巷,24.9214097,121.2491963
桃園市蘆竹區宏華街南青路口,25.0458632,121.2492484
桃園市中壢區復華九街26號,24.9754842,121.249481
桃園市中壢區龍德路9號,24.927695,121.2494824
桃園市蘆竹區大新路380巷19號,25.0254188,121.2495379
桃園市中壢區中山東路三段115巷,24.9449204,121.2495421
桃園市中壢區中華路一段670號,24.969133,121.2495607
桃園市中壢區龍東路29巷48弄,24.9295259,121.2496058
桃園市中壢區環中東路*普忠路口(起),24.958,121.24961
桃園市中壢區環中東路*普忠路口(終),24.958,121.24961
桃園市中壢區長樂街96巷,24.9744478,121.2496134
桃園市大園區三民路、復興街口,25.0948371,121.2496186
桃園市中壢區龍昌路中山東路口,24.942705,121.249625
桃園市中壢區吉林路92號,24.9815875,121.2496824
桃園市平鎮區龍德路55號,24.9263231,121.2498108
桃園市平鎮區平東路239巷51弄34號,24.9143589,121.24985
桃園市中壢區文化路452巷口,24.9815511,121.2499148
桃園市大園區光明街至鄉界(休息點)：海口里光明街14鄰,25.1090744,121.2499591
桃園市中壢區吉林路107號,24.9828149,121.249989
桃園市平鎮區龍德路61號,24.924908,121.250023
桃園市中壢區長樂街66號,24.9757734,121.2500807
桃園市中壢區中華路一段644巷12號,24.969717,121.250085
桃園市中壢區福龍街口,24.9933979,121.2500969
桃園市中壢區龍東路29巷28弄,24.9290005,121.2501569
桃園市中壢區文化新村,24.937559,121.250209
桃園市龍潭區九龍里33號龍人社區,24.8832597,121.2502409
桃園市平鎮區龍德路129巷10號,24.924565,121.2503089
桃園市中壢區文化路400號,24.9798618,121.2503876
桃園市蘆竹區龍安街二段1670號,25.020082,121.250392
桃園市平鎮區龍安路77巷龍隱社區,24.919953,121.250416
桃園市中壢區龍東十五街,24.9317235,121.2504283
桃園市中壢區環中東路,24.9586806,121.2504364
桃園市平鎮區龍安路153號,24.918863,121.250538
桃園市中壢區長興街1號,24.9698726,121.2505838
桃園市平鎮區新華路72巷1號,24.9148899,121.2505919
桃園市平鎮區龍南路430巷口,24.919274,121.250632
桃園市中壢區龍崗城,24.928596,121.250654
桃園市中壢區吉利二街1號,24.9823168,121.2506567
桃園市平鎮區平東路137號,24.916648,121.250659
桃園市平鎮區平東路134之10號,24.9171141,121.2506898
桃園市中壢區忠孝路580號,24.9836299,121.2507317
桃園市中壢區中山東路三段(雙號),24.9414408,121.2507572
桃園市中壢區中華路一段617號,24.9692276,121.2507802
桃園市中壢區忠孝路576號,24.9835805,121.2508096
桃園市蘆竹區龍安街二段1517巷,25.0159668,121.2508251
桃園市中壢區榮安一街自立國宅,24.966649,121.2508615
桃園市龍潭區文化路917巷口,24.8552484,121.2508855
桃園市中壢區中山東路三段165巷,24.9438725,121.2508885
桃園市平鎮區東龍街621號,24.8958975,121.251029
桃園市平鎮區貿西路9號,24.925546,121.251041
桃園市中壢區中山東路三段285號,24.9414335,121.2510624
桃園市中壢區永福路自立國宅,24.9682648,121.2511428
桃園市中壢區自立國宅D棟,24.9682648,121.2511428
桃園市中壢區自立國宅D棟警衛亭,24.9682648,121.2511428
桃園市中壢區自立國宅A棟,24.9682648,121.2511428
桃園市中壢區龍東路255巷130號,24.9311143,121.25119
桃園市中壢區南亞新村,24.9383496,121.2512258
桃園市中壢區普忠路深耕社區,24.9548175,121.2512424
桃園市中壢區仁美二街,24.9435018,121.2514107
桃園市蘆竹區建國十九村,25.043695,121.251419
桃園市中壢區文化路312號,24.9780192,121.2514523
桃園市平鎮區洪圳路132巷1弄,24.9116489,121.2515171
桃園市平鎮區貿一路82號,24.9262274,121.2515241
桃園市中壢區中山東路三段329號,24.940853,121.251544
桃園市平鎮區龍南路430巷46號,24.9195199,121.2516451
桃園市中壢區自立五街口,24.9665752,121.2517747
桃園市中壢區自立五街,24.9665752,121.2517747
桃園市中壢區吉利六街42號,24.9823175,121.251781
桃園市中壢區文成南街93號,24.9783938,121.2518988
桃園市中壢區內定二街(轉內定六街),25.0042055,121.2519464
桃園市中壢區仁德街,24.9423124,121.2519511
桃園市中壢區龍東路255巷,24.9309553,121.2519512
桃園市中壢區新中北路838巷口,24.9567522,121.2519723
桃園市中壢區長春一路,24.980406,121.2519873
桃園市八德區龍南路265-425號,24.9214837,121.251997
桃園市中壢區新中北路846巷,24.9563426,121.2520062
桃園市中壢區 吉利七街,24.9826267,121.2520301
桃園市平鎮區龍南路390巷口,24.921005,121.252077
桃園市中壢區文成北街15號,24.9797927,121.252088
桃園市中壢區中山東路三段414巷,24.9384814,121.252095
桃園市中壢區永福路榮安一街口,24.9653621,121.2521861
桃園市中壢區仁德街63巷,24.9427521,121.2524837
桃園市中壢區內定三街246巷,24.9936701,121.2525593
桃園市中壢區成章二街549號,24.9793087,121.2526086
桃園市中壢區永福路983號,24.9637267,121.2527039
桃園市中壢區文化路吉林二路口,24.9758205,121.2527259
桃園市中壢區中龍街,24.9291794,121.2527534
桃園市中壢區忠孝路496號,24.9827131,121.2527868
桃園市中壢區同慶路50號,24.9445166,121.2527935
桃園市中壢區吉利十一街70號,24.9835481,121.2528088
桃園市蘆竹區大興路150巷,25.0201964,121.2528508
桃園市中壢區中山東路三段347巷,24.9412776,121.252865
桃園市中壢區龍東路445巷,24.9346487,121.2528842
桃園市平鎮區平等路128巷1號,24.9176279,121.25292
桃園市中壢區環中東路402號,24.9608368,121.2530711
桃園市蘆竹區大新五街,25.024302,121.2531061
桃園市中壢區中山東路三段405巷,24.9396783,121.2531525
桃園市平鎮區平等路55號,24.9188559,121.253199
桃園市蘆竹區中福里8鄰處（龍安街2段1438號）,25.0155046,121.2532724
桃園市中壢區新中北路883號,24.956833,121.253287
桃園市中壢區大華路74號,24.985816,121.253299
桃園市平鎮區貿東路轉貿五路口-第二車開始,24.9261127,121.2533295
桃園市平鎮區貿東路64號,24.926636,121.253331
桃園市中壢區成章二街527巷,24.9792453,121.2533513
桃園市中壢區莊敬路903號,24.9632487,121.2533576
桃園市中壢區前龍街,24.9294832,121.2534019
桃園市中壢區前龍街,24.9294832,121.2534019
桃園市中壢區內定三街170巷(第二車開始),24.9946914,121.2534285
桃園市中壢區自立三街6號,24.9639194,121.2535437
桃園市中壢區中山東路三段429巷2弄,24.941194,121.2535857
桃園市中壢區龍東路(單號)大,24.9300247,121.2536232
桃園市中壢區龍東路(單號)小,24.9300247,121.2536232
桃園市中壢區永福路945號,24.9625365,121.2536268
桃園市蘆竹區高鐵麗園,25.050888,121.253654
桃園市大溪區石園路680巷3號,24.8664195,121.2536775
桃園市蘆竹區大華街65號(菜市場),25.0369369,121.253684
桃園市中壢區中山東路三段481巷50弄,24.9378029,121.253705
桃園市中壢區莊敬路自立二街路口,24.9635694,121.2537233
桃園市平鎮區龍南路480巷口,24.9192609,121.253739
桃園市大園區文林社區：17臨崁下35號,25.079854,121.253811
桃園市中壢區忠孝路355巷,24.9807045,121.2538669
桃園市中壢區中山東路三段429巷87弄,24.941101,121.2538682
桃園市中壢區忠孝路345巷,24.9804176,121.2539289
桃園市中壢區土地公,24.9368831,121.2540052
桃園市大溪區員林路三段485號,24.8767827,121.2540122
桃園市中壢區內定六街(新天地社區),24.997776,121.254043
桃園市中壢區龍平路,24.9289452,121.2540499
桃園市平鎮區龍南路654巷62號,24.9170293,121.2540747
桃園市中壢區忠孝路308號,24.9798255,121.2540995
桃園市中壢區自立二街23號,24.96321,121.2541063
桃園市中壢區龍東八街,24.9317319,121.2541227
桃園市中壢區文化路41號,24.9723619,121.254285
桃園市平鎮區星友街33巷6號,24.9159865,121.2543835
桃園市中壢區內定二街139巷,24.987611,121.2544517
桃園市平鎮區東光路201巷27號,24.914814,121.254479
桃園市中壢區龍東路264巷,24.9308629,121.2544826
桃園市平鎮區龍南路552巷口,24.9179563,121.2545024
桃園市中壢區莊敬路850號,24.9640938,121.25454
桃園市蘆竹區中興路585巷,25.0068909,121.2545522
桃園市中壢區文化路130巷13號,24.974762,121.2546163
桃園市中壢區中華路一段420號,24.9715514,121.254642
桃園市中壢區忠孝路232號,24.9779869,121.2547174
桃園市中壢區忠孝路246巷29弄60號,24.9802201,121.2547529
桃園市中壢區內定二街,24.9930165,121.2547815
桃園市蘆竹區大興十街,25.0223665,121.2548091
桃園市蘆竹區中福里香草花園社區(資收二四六),25.001849,121.254902
桃園市中壢區仁愛路81號,24.9739905,121.2549389
桃園市中壢區永福路801號,24.9615417,121.2549415
桃園市中壢區忠孝路246巷,24.9784836,121.2550057
桃園市平鎮區龍南路654巷27號,24.9165266,121.2550086
桃園市中壢區忠孝路224巷,24.9778409,121.2550123
桃園市中壢區忠孝路153號前,24.9763086,121.255054
桃園市中壢區普騰街38巷口,24.964483,121.2551226
